degree,essay_text_len,clevel,gen,sgroup,test_preparation
99,996,Intermediate Level,Male,ClassE,1
97,976,Intermediate Level,Male,ClassE,1
93,0,Expert Level,Male,ClassE,1
85,0,Beginner Level,Male,ClassE,1
67,675,Intermediate Level,Male,ClassA,0
54,544,Intermediate Level,Male,ClassA,0
39,0,Beginner Level,Male,ClassA,0
58,0,Intermediate Level,Male,ClassA,0
73,0,Beginner Level,Male,ClassA,0
62,0,Beginner Level,Male,ClassA,0
59,596,Intermediate Level,Male,ClassA,0
49,493,Intermediate Level,Male,ClassA,0
86,863,Expert Level,Male,ClassA,1
68,686,Beginner Level,Male,ClassA,0
58,0,Intermediate Level,Male,ClassA,0
63,0,Intermediate Level,Male,ClassA,0
51,514,Beginner Level,Male,ClassA,0
61,614,Intermediate Level,Male,ClassA,0
74,747,Beginner Level,Male,ClassA,0
43,433,Beginner Level,Male,ClassA,0
44,447,Intermediate Level,Male,ClassA,0
81,0,Intermediate Level,Male,ClassA,1
41,414,Expert Level,Male,ClassA,0
41,0,Beginner Level,Male,ClassA,0
50,504,Intermediate Level,Female,ClassA,0
49,493,Intermediate Level,Female,ClassA,0
56,0,Beginner Level,Female,ClassA,0
53,535,Intermediate Level,Female,ClassA,0
42,0,Beginner Level,Female,ClassA,0
63,633,Beginner Level,Female,ClassA,0
67,675,Intermediate Level,Female,ClassA,0
53,534,Intermediate Level,Female,ClassA,0
59,597,Expert Level,Female,ClassA,0
40,404,Beginner Level,Female,ClassA,0
75,756,Intermediate Level,Male,ClassD,0
62,0,Intermediate Level,Male,ClassD,0
52,0,Beginner Level,Male,ClassD,0
84,843,Intermediate Level,Male,ClassD,1
89,0,Beginner Level,Male,ClassD,1
61,612,Beginner Level,Male,ClassD,0
72,724,Intermediate Level,Male,ClassD,0
51,0,Intermediate Level,Male,ClassD,0
70,707,Expert Level,Male,ClassD,0
97,974,Beginner Level,Male,ClassD,1
89,895,Intermediate Level,Female,ClassC,1
69,696,Intermediate Level,Female,ClassC,0
64,0,Beginner Level,Female,ClassC,0
88,887,Intermediate Level,Female,ClassC,1
60,605,Beginner Level,Female,ClassC,0
86,867,Beginner Level,Female,ClassC,1
72,0,Intermediate Level,Female,ClassC,0
73,0,Intermediate Level,Female,ClassC,0
89,897,Expert Level,Female,ClassC,1
63,636,Beginner Level,Female,ClassC,0
83,833,Intermediate Level,Female,ClassE,1
91,916,Intermediate Level,Female,ClassE,1
87,873,Beginner Level,Female,ClassE,1
81,814,Intermediate Level,Female,ClassE,1
72,727,Beginner Level,Female,ClassE,0
76,766,Beginner Level,Female,ClassE,0
83,0,Intermediate Level,Female,ClassE,1
89,896,Intermediate Level,Female,ClassE,1
71,0,Expert Level,Female,ClassE,0
85,856,Beginner Level,Female,ClassE,1
83,833,Intermediate Level,Male,ClassA,1
53,0,Intermediate Level,Male,ClassA,0
61,0,Beginner Level,Male,ClassA,0
67,0,Intermediate Level,Male,ClassA,0
81,814,Beginner Level,Male,ClassA,1
47,474,Beginner Level,Male,ClassA,0
42,424,Intermediate Level,Male,ClassA,0
67,675,Intermediate Level,Male,ClassA,0
74,745,Expert Level,Male,ClassA,0
47,476,Beginner Level,Male,ClassA,0
59,0,Intermediate Level,Female,ClassD,0
51,515,Intermediate Level,Female,ClassD,0
78,0,Beginner Level,Female,ClassD,0
69,693,Intermediate Level,Female,ClassD,0
56,0,Beginner Level,Female,ClassD,0
73,734,Beginner Level,Female,ClassD,0
50,507,Intermediate Level,Female,ClassD,0
88,882,Intermediate Level,Female,ClassD,1
50,0,Expert Level,Female,ClassD,0
89,0,Beginner Level,Female,ClassD,1
58,587,Intermediate Level,Male,ClassB,0
72,0,Intermediate Level,Male,ClassB,0
57,576,Beginner Level,Male,ClassB,0
87,876,Intermediate Level,Male,ClassB,1
74,746,Beginner Level,Male,ClassB,0
80,802,Beginner Level,Male,ClassB,0
73,0,Intermediate Level,Male,ClassB,0
75,756,Intermediate Level,Male,ClassB,0
78,784,Expert Level,Male,ClassB,0
77,0,Beginner Level,Male,ClassB,0
42,425,Intermediate Level,Male,ClassA,0
49,496,Intermediate Level,Male,ClassA,0
47,475,Beginner Level,Male,ClassA,0
58,587,Intermediate Level,Male,ClassA,0
61,616,Beginner Level,Male,ClassA,0
73,733,Beginner Level,Male,ClassA,0
63,0,Intermediate Level,Male,ClassA,0
41,0,Intermediate Level,Male,ClassA,0
50,0,Expert Level,Male,ClassA,0
46,464,Beginner Level,Male,ClassA,0
92,925,Intermediate Level,Male,ClassE,1
84,0,Intermediate Level,Male,ClassE,1
73,736,Beginner Level,Male,ClassE,0
87,873,Intermediate Level,Male,ClassE,1
86,0,Beginner Level,Male,ClassE,1
88,885,Beginner Level,Male,ClassE,1
78,0,Intermediate Level,Male,ClassE,0
78,784,Intermediate Level,Male,ClassE,0
85,854,Expert Level,Male,ClassE,1
81,815,Beginner Level,Male,ClassE,1
75,754,Intermediate Level,Female,ClassA,0
62,0,Intermediate Level,Female,ClassA,0
77,0,Beginner Level,Female,ClassA,0
58,0,Intermediate Level,Female,ClassA,0
41,415,Beginner Level,Female,ClassA,0
71,715,Beginner Level,Female,ClassA,0
60,603,Intermediate Level,Female,ClassA,0
80,805,Intermediate Level,Female,ClassA,0
87,876,Expert Level,Female,ClassA,1
70,706,Beginner Level,Female,ClassA,0
69,695,Intermediate Level,Male,ClassA,0
68,0,Intermediate Level,Male,ClassA,0
56,564,Beginner Level,Male,ClassA,0
40,0,Intermediate Level,Male,ClassA,0
58,587,Beginner Level,Male,ClassA,0
32,322,Beginner Level,Male,ClassA,0
54,546,Intermediate Level,Male,ClassA,0
49,496,Intermediate Level,Male,ClassA,0
69,692,Expert Level,Male,ClassA,0
58,586,Beginner Level,Male,ClassA,0
73,0,Intermediate Level,Male,ClassD,0
77,0,Intermediate Level,Male,ClassD,0
73,734,Beginner Level,Male,ClassD,0
63,632,Intermediate Level,Male,ClassD,0
50,504,Beginner Level,Male,ClassD,0
86,0,Beginner Level,Male,ClassD,1
83,0,Intermediate Level,Male,ClassD,1
65,0,Intermediate Level,Male,ClassD,0
88,0,Expert Level,Male,ClassD,1
74,743,Beginner Level,Male,ClassD,0
85,854,Intermediate Level,Male,ClassA,1
78,0,Intermediate Level,Male,ClassA,0
61,615,Beginner Level,Male,ClassA,0
48,483,Intermediate Level,Male,ClassA,0
57,573,Beginner Level,Male,ClassA,0
57,0,Beginner Level,Male,ClassA,0
75,0,Intermediate Level,Male,ClassA,0
65,0,Intermediate Level,Male,ClassA,0
64,642,Expert Level,Male,ClassA,0
35,352,Beginner Level,Male,ClassA,0
50,505,Intermediate Level,Male,ClassA,0
66,663,Intermediate Level,Male,ClassA,0
68,0,Beginner Level,Male,ClassA,0
47,474,Intermediate Level,Male,ClassA,0
64,642,Beginner Level,Male,ClassA,0
42,0,Beginner Level,Male,ClassA,0
55,556,Intermediate Level,Male,ClassA,0
68,685,Intermediate Level,Male,ClassA,0
41,416,Expert Level,Male,ClassA,0
51,513,Beginner Level,Male,ClassA,0
89,893,Intermediate Level,Male,ClassB,1
70,705,Intermediate Level,Male,ClassB,0
83,833,Beginner Level,Male,ClassB,1
78,0,Intermediate Level,Male,ClassB,0
82,823,Beginner Level,Male,ClassB,1
86,867,Beginner Level,Male,ClassB,1
79,0,Intermediate Level,Male,ClassB,0
73,0,Intermediate Level,Male,ClassB,0
74,744,Expert Level,Male,ClassB,0
74,744,Beginner Level,Male,ClassB,0
56,0,Intermediate Level,Male,ClassA,0
85,856,Intermediate Level,Male,ClassA,1
60,607,Beginner Level,Male,ClassA,0
55,0,Intermediate Level,Male,ClassA,0
33,337,Beginner Level,Male,ClassA,0
53,536,Beginner Level,Male,ClassA,0
75,754,Intermediate Level,Male,ClassA,0
43,0,Intermediate Level,Male,ClassA,0
34,343,Expert Level,Male,ClassA,0
46,466,Beginner Level,Male,ClassA,0
75,756,Intermediate Level,Female,ClassA,0
59,0,Intermediate Level,Female,ClassA,0
64,0,Beginner Level,Female,ClassA,0
42,425,Intermediate Level,Female,ClassA,0
46,466,Beginner Level,Female,ClassA,0
49,495,Beginner Level,Female,ClassA,0
50,504,Intermediate Level,Female,ClassA,0
66,663,Intermediate Level,Female,ClassA,0
67,0,Expert Level,Female,ClassA,0
44,443,Beginner Level,Female,ClassA,0
58,582,Intermediate Level,Female,ClassA,0
54,0,Intermediate Level,Female,ClassA,0
55,557,Beginner Level,Female,ClassA,0
43,0,Intermediate Level,Female,ClassA,0
88,883,Beginner Level,Female,ClassA,1
61,0,Beginner Level,Female,ClassA,0
48,486,Intermediate Level,Female,ClassA,0
74,0,Intermediate Level,Female,ClassA,0
58,586,Expert Level,Female,ClassA,0
83,0,Beginner Level,Female,ClassA,1
64,645,Intermediate Level,Male,ClassA,0
66,663,Intermediate Level,Male,ClassA,0
41,417,Beginner Level,Male,ClassA,0
57,574,Intermediate Level,Male,ClassA,0
63,632,Beginner Level,Male,ClassA,0
49,494,Beginner Level,Male,ClassA,0
57,574,Intermediate Level,Male,ClassA,0
74,744,Intermediate Level,Male,ClassA,0
58,583,Expert Level,Male,ClassA,0
76,763,Beginner Level,Male,ClassA,0
69,694,Intermediate Level,Male,ClassC,0
88,883,Intermediate Level,Male,ClassC,1
70,705,Beginner Level,Male,ClassC,0
71,0,Intermediate Level,Male,ClassC,0
68,0,Beginner Level,Male,ClassC,0
70,704,Beginner Level,Male,ClassC,0
72,723,Intermediate Level,Male,ClassC,0
73,0,Intermediate Level,Male,ClassC,0
71,712,Expert Level,Male,ClassC,0
85,0,Beginner Level,Male,ClassC,1
51,516,Intermediate Level,Male,ClassD,0
83,834,Intermediate Level,Male,ClassD,1
63,0,Beginner Level,Male,ClassD,0
53,533,Intermediate Level,Male,ClassD,0
89,895,Beginner Level,Male,ClassD,1
53,0,Beginner Level,Male,ClassD,0
50,504,Intermediate Level,Male,ClassD,0
62,624,Intermediate Level,Male,ClassD,0
64,646,Expert Level,Male,ClassD,0
66,666,Beginner Level,Male,ClassD,0
53,536,Intermediate Level,Male,ClassB,0
75,755,Intermediate Level,Male,ClassB,0
86,863,Beginner Level,Male,ClassB,1
86,0,Intermediate Level,Male,ClassB,1
79,0,Beginner Level,Male,ClassB,0
82,823,Beginner Level,Male,ClassB,1
77,775,Intermediate Level,Male,ClassB,0
72,723,Intermediate Level,Male,ClassB,0
71,715,Expert Level,Male,ClassB,0
43,434,Beginner Level,Male,ClassB,0
50,503,Intermediate Level,Male,ClassD,0
76,766,Intermediate Level,Male,ClassD,0
61,614,Beginner Level,Male,ClassD,0
79,795,Intermediate Level,Male,ClassD,0
81,814,Beginner Level,Male,ClassD,1
77,773,Beginner Level,Male,ClassD,0
50,0,Intermediate Level,Male,ClassD,0
81,812,Intermediate Level,Male,ClassD,1
68,0,Expert Level,Male,ClassD,0
54,546,Beginner Level,Male,ClassD,0
80,806,Intermediate Level,Female,ClassB,0
42,425,Intermediate Level,Female,ClassB,0
70,703,Beginner Level,Female,ClassB,0
86,864,Intermediate Level,Female,ClassB,1
72,0,Beginner Level,Female,ClassB,0
78,787,Beginner Level,Female,ClassB,0
71,716,Intermediate Level,Female,ClassB,0
77,776,Intermediate Level,Female,ClassB,0
74,747,Expert Level,Female,ClassB,0
51,0,Beginner Level,Female,ClassB,0
40,404,Intermediate Level,Male,ClassB,0
80,802,Intermediate Level,Male,ClassB,0
74,744,Beginner Level,Male,ClassB,0
87,874,Intermediate Level,Male,ClassB,1
79,0,Beginner Level,Male,ClassB,0
78,785,Beginner Level,Male,ClassB,0
82,822,Intermediate Level,Male,ClassB,1
80,0,Intermediate Level,Male,ClassB,0
78,786,Expert Level,Male,ClassB,0
83,835,Beginner Level,Male,ClassB,1
88,886,Intermediate Level,Male,ClassE,1
89,895,Intermediate Level,Male,ClassE,1
83,0,Beginner Level,Male,ClassE,1
82,822,Intermediate Level,Male,ClassE,1
79,0,Beginner Level,Male,ClassE,0
73,734,Beginner Level,Male,ClassE,0
70,703,Intermediate Level,Male,ClassE,0
82,826,Intermediate Level,Male,ClassE,1
73,0,Expert Level,Male,ClassE,0
88,884,Beginner Level,Male,ClassE,1
70,705,Intermediate Level,Male,ClassD,0
69,695,Intermediate Level,Male,ClassD,0
84,844,Beginner Level,Male,ClassD,1
85,854,Intermediate Level,Male,ClassD,1
70,705,Beginner Level,Male,ClassD,0
50,504,Beginner Level,Male,ClassD,0
97,973,Intermediate Level,Male,ClassD,1
62,622,Intermediate Level,Male,ClassD,0
53,534,Expert Level,Male,ClassD,0
58,583,Beginner Level,Male,ClassD,0
89,894,Intermediate Level,Male,ClassE,1
99,993,Intermediate Level,Male,ClassE,1
74,0,Beginner Level,Male,ClassE,0
83,837,Intermediate Level,Male,ClassE,1
81,813,Beginner Level,Male,ClassE,1
86,0,Beginner Level,Male,ClassE,1
71,717,Intermediate Level,Male,ClassE,0
76,765,Intermediate Level,Male,ClassE,0
71,715,Expert Level,Male,ClassE,0
79,796,Beginner Level,Male,ClassE,0
64,0,Intermediate Level,Female,ClassA,0
67,0,Intermediate Level,Female,ClassA,0
85,855,Beginner Level,Female,ClassA,1
52,0,Intermediate Level,Female,ClassA,0
43,432,Beginner Level,Female,ClassA,0
51,515,Beginner Level,Female,ClassA,0
72,725,Intermediate Level,Female,ClassA,0
56,565,Intermediate Level,Female,ClassA,0
53,537,Expert Level,Female,ClassA,0
67,0,Beginner Level,Female,ClassA,0
41,414,Intermediate Level,Male,ClassB,0
89,896,Intermediate Level,Male,ClassB,1
87,872,Beginner Level,Male,ClassB,1
73,0,Intermediate Level,Male,ClassB,0
55,553,Beginner Level,Male,ClassB,0
95,953,Beginner Level,Male,ClassB,1
81,814,Intermediate Level,Male,ClassB,1
83,836,Intermediate Level,Male,ClassB,1
71,715,Expert Level,Male,ClassB,0
51,514,Beginner Level,Male,ClassB,0
88,885,Intermediate Level,Female,ClassD,1
72,725,Intermediate Level,Female,ClassD,0
74,746,Beginner Level,Female,ClassD,0
62,626,Intermediate Level,Female,ClassD,0
65,655,Beginner Level,Female,ClassD,0
67,0,Beginner Level,Female,ClassD,0
67,676,Intermediate Level,Female,ClassD,0
76,765,Intermediate Level,Female,ClassD,0
62,624,Expert Level,Female,ClassD,0
50,506,Beginner Level,Female,ClassD,0
75,0,Intermediate Level,Male,ClassA,0
40,402,Intermediate Level,Male,ClassA,0
49,492,Beginner Level,Male,ClassA,0
89,896,Intermediate Level,Male,ClassA,1
84,844,Beginner Level,Male,ClassA,1
50,506,Beginner Level,Male,ClassA,0
86,866,Intermediate Level,Male,ClassA,1
53,0,Intermediate Level,Male,ClassA,0
46,0,Expert Level,Male,ClassA,0
55,0,Beginner Level,Male,ClassA,0
48,486,Intermediate Level,Male,ClassA,0
80,803,Intermediate Level,Male,ClassA,0
49,496,Beginner Level,Male,ClassA,0
55,557,Intermediate Level,Male,ClassA,0
73,734,Beginner Level,Male,ClassA,0
57,0,Beginner Level,Male,ClassA,0
67,0,Intermediate Level,Male,ClassA,0
79,0,Intermediate Level,Male,ClassA,0
57,574,Expert Level,Male,ClassA,0
75,753,Beginner Level,Male,ClassA,0
47,0,Intermediate Level,Male,ClassA,0
78,784,Intermediate Level,Male,ClassA,0
63,636,Beginner Level,Male,ClassA,0
85,0,Intermediate Level,Male,ClassA,1
51,513,Beginner Level,Male,ClassA,0
73,737,Beginner Level,Male,ClassA,0
63,0,Intermediate Level,Male,ClassA,0
72,0,Intermediate Level,Male,ClassA,0
35,0,Expert Level,Male,ClassA,0
61,0,Beginner Level,Male,ClassA,0
71,715,Intermediate Level,Male,ClassE,0
77,0,Intermediate Level,Male,ClassE,0
82,827,Beginner Level,Male,ClassE,1
78,783,Intermediate Level,Male,ClassE,0
79,793,Beginner Level,Male,ClassE,0
87,0,Beginner Level,Male,ClassE,1
73,736,Intermediate Level,Male,ClassE,0
99,996,Intermediate Level,Male,ClassE,1
73,735,Expert Level,Male,ClassE,0
92,0,Beginner Level,Male,ClassE,1
65,654,Intermediate Level,Female,ClassA,0
46,467,Intermediate Level,Female,ClassA,0
78,786,Beginner Level,Female,ClassA,0
48,485,Intermediate Level,Female,ClassA,0
86,0,Beginner Level,Female,ClassA,1
58,0,Beginner Level,Female,ClassA,0
63,633,Intermediate Level,Female,ClassA,0
65,657,Intermediate Level,Female,ClassA,0
56,0,Expert Level,Female,ClassA,0
57,576,Beginner Level,Female,ClassA,0
93,0,Intermediate Level,Male,ClassE,1
99,0,Intermediate Level,Male,ClassE,1
89,896,Beginner Level,Male,ClassE,1
71,0,Intermediate Level,Male,ClassE,0
85,856,Beginner Level,Male,ClassE,1
97,975,Beginner Level,Male,ClassE,1
90,0,Intermediate Level,Male,ClassE,1
80,804,Intermediate Level,Male,ClassE,0
83,835,Expert Level,Male,ClassE,1
87,873,Beginner Level,Male,ClassE,1
51,513,Intermediate Level,Female,ClassA,0
51,513,Intermediate Level,Female,ClassA,0
72,724,Beginner Level,Female,ClassA,0
50,507,Intermediate Level,Female,ClassA,0
56,0,Beginner Level,Female,ClassA,0
43,0,Beginner Level,Female,ClassA,0
44,446,Intermediate Level,Female,ClassA,0
55,0,Intermediate Level,Female,ClassA,0
53,536,Expert Level,Female,ClassA,0
43,436,Beginner Level,Female,ClassA,0
82,0,Intermediate Level,Male,ClassA,1
65,0,Intermediate Level,Male,ClassA,0
40,405,Beginner Level,Male,ClassA,0
52,523,Intermediate Level,Male,ClassA,0
49,0,Beginner Level,Male,ClassA,0
51,0,Beginner Level,Male,ClassA,0
49,495,Intermediate Level,Male,ClassA,0
44,447,Intermediate Level,Male,ClassA,0
83,832,Expert Level,Male,ClassA,1
55,555,Beginner Level,Male,ClassA,0
73,732,Intermediate Level,Male,ClassC,0
72,725,Intermediate Level,Male,ClassC,0
85,855,Beginner Level,Male,ClassC,1
69,0,Intermediate Level,Male,ClassC,0
63,636,Beginner Level,Male,ClassC,0
86,865,Beginner Level,Male,ClassC,1
86,864,Intermediate Level,Male,ClassC,1
88,882,Intermediate Level,Male,ClassC,1
62,624,Expert Level,Male,ClassC,0
62,625,Beginner Level,Male,ClassC,0
84,843,Intermediate Level,Female,ClassE,1
88,886,Intermediate Level,Female,ClassE,1
94,944,Beginner Level,Female,ClassE,1
82,0,Intermediate Level,Female,ClassE,1
84,846,Beginner Level,Female,ClassE,1
80,805,Beginner Level,Female,ClassE,0
85,0,Intermediate Level,Female,ClassE,1
88,885,Intermediate Level,Female,ClassE,1
72,723,Expert Level,Female,ClassE,0
86,865,Beginner Level,Female,ClassE,1
71,0,Intermediate Level,Male,ClassC,0
89,892,Intermediate Level,Male,ClassC,1
73,0,Beginner Level,Male,ClassC,0
89,892,Intermediate Level,Male,ClassC,1
72,0,Beginner Level,Male,ClassC,0
61,612,Beginner Level,Male,ClassC,0
86,0,Intermediate Level,Male,ClassC,1
87,0,Intermediate Level,Male,ClassC,1
65,653,Expert Level,Male,ClassC,0
67,0,Beginner Level,Male,ClassC,0
51,0,Intermediate Level,Male,ClassD,0
51,0,Intermediate Level,Male,ClassD,0
87,875,Beginner Level,Male,ClassD,1
68,687,Intermediate Level,Male,ClassD,0
87,873,Beginner Level,Male,ClassD,1
52,524,Beginner Level,Male,ClassD,0
51,512,Intermediate Level,Male,ClassD,0
51,513,Intermediate Level,Male,ClassD,0
74,743,Expert Level,Male,ClassD,0
69,0,Beginner Level,Male,ClassD,0
68,684,Intermediate Level,Male,ClassD,0
65,0,Intermediate Level,Male,ClassD,0
78,783,Beginner Level,Male,ClassD,0
89,893,Intermediate Level,Male,ClassD,1
68,683,Beginner Level,Male,ClassD,0
82,826,Beginner Level,Male,ClassD,1
97,0,Intermediate Level,Male,ClassD,1
52,525,Intermediate Level,Male,ClassD,0
75,753,Expert Level,Male,ClassD,0
53,0,Beginner Level,Male,ClassD,0
70,705,Intermediate Level,Male,ClassD,0
78,787,Intermediate Level,Male,ClassD,0
53,536,Beginner Level,Male,ClassD,0
62,623,Intermediate Level,Male,ClassD,0
63,0,Beginner Level,Male,ClassD,0
87,875,Beginner Level,Male,ClassD,1
66,0,Intermediate Level,Male,ClassD,0
90,0,Intermediate Level,Male,ClassD,1
73,0,Expert Level,Male,ClassD,0
86,865,Beginner Level,Male,ClassD,1
72,724,Intermediate Level,Male,ClassB,0
71,716,Intermediate Level,Male,ClassB,0
78,786,Beginner Level,Male,ClassB,0
89,894,Intermediate Level,Male,ClassB,1
87,873,Beginner Level,Male,ClassB,1
74,0,Beginner Level,Male,ClassB,0
51,0,Intermediate Level,Male,ClassB,0
75,756,Intermediate Level,Male,ClassB,0
40,0,Expert Level,Male,ClassB,0
78,0,Beginner Level,Male,ClassB,0
81,815,Intermediate Level,Male,ClassB,1
53,537,Intermediate Level,Male,ClassB,0
80,805,Beginner Level,Male,ClassB,0
73,0,Intermediate Level,Male,ClassB,0
83,0,Beginner Level,Male,ClassB,1
82,824,Beginner Level,Male,ClassB,1
99,995,Intermediate Level,Male,ClassB,1
40,405,Intermediate Level,Male,ClassB,0
47,474,Expert Level,Male,ClassB,0
82,826,Beginner Level,Male,ClassB,1
73,736,Intermediate Level,Male,ClassB,0
56,566,Intermediate Level,Male,ClassB,0
73,0,Beginner Level,Male,ClassB,0
42,425,Intermediate Level,Male,ClassB,0
70,0,Beginner Level,Male,ClassB,0
56,567,Beginner Level,Male,ClassB,0
89,894,Intermediate Level,Male,ClassB,1
45,457,Intermediate Level,Male,ClassB,0
83,836,Expert Level,Male,ClassB,1
79,796,Beginner Level,Male,ClassB,0
47,475,Intermediate Level,Male,ClassA,0
44,0,Intermediate Level,Male,ClassA,0
62,0,Beginner Level,Male,ClassA,0
56,563,Intermediate Level,Male,ClassA,0
57,575,Beginner Level,Male,ClassA,0
86,0,Beginner Level,Male,ClassA,1
64,0,Intermediate Level,Male,ClassA,0
76,766,Intermediate Level,Male,ClassA,0
48,485,Expert Level,Male,ClassA,0
60,604,Beginner Level,Male,ClassA,0
71,717,Intermediate Level,Female,ClassA,0
55,556,Intermediate Level,Female,ClassA,0
68,0,Beginner Level,Female,ClassA,0
73,0,Intermediate Level,Female,ClassA,0
82,825,Beginner Level,Female,ClassA,1
66,664,Beginner Level,Female,ClassA,0
40,406,Intermediate Level,Female,ClassA,0
48,483,Intermediate Level,Female,ClassA,0
58,583,Expert Level,Female,ClassA,0
68,683,Beginner Level,Female,ClassA,0
78,784,Intermediate Level,Male,ClassE,0
86,865,Intermediate Level,Male,ClassE,1
83,834,Beginner Level,Male,ClassE,1
75,0,Intermediate Level,Male,ClassE,0
89,895,Beginner Level,Male,ClassE,1
82,826,Beginner Level,Male,ClassE,1
81,815,Intermediate Level,Male,ClassE,1
89,892,Intermediate Level,Male,ClassE,1
96,966,Expert Level,Male,ClassE,1
88,0,Beginner Level,Male,ClassE,1
57,573,Intermediate Level,Female,ClassD,0
89,893,Intermediate Level,Female,ClassD,1
72,723,Beginner Level,Female,ClassD,0
68,686,Intermediate Level,Female,ClassD,0
73,735,Beginner Level,Female,ClassD,0
69,693,Beginner Level,Female,ClassD,0
54,542,Intermediate Level,Female,ClassD,0
55,0,Intermediate Level,Female,ClassD,0
62,623,Expert Level,Female,ClassD,0
74,0,Beginner Level,Female,ClassD,0
60,605,Intermediate Level,Male,ClassC,0
69,0,Intermediate Level,Male,ClassC,0
99,997,Beginner Level,Male,ClassC,1
61,615,Intermediate Level,Male,ClassC,0
69,0,Beginner Level,Male,ClassC,0
87,0,Beginner Level,Male,ClassC,1
86,863,Intermediate Level,Male,ClassC,1
67,0,Intermediate Level,Male,ClassC,0
68,683,Expert Level,Male,ClassC,0
74,744,Beginner Level,Male,ClassC,0
82,0,Intermediate Level,Male,ClassD,1
62,627,Intermediate Level,Male,ClassD,0
61,612,Beginner Level,Male,ClassD,0
58,0,Intermediate Level,Male,ClassD,0
61,0,Beginner Level,Male,ClassD,0
89,892,Beginner Level,Male,ClassD,1
81,0,Intermediate Level,Male,ClassD,1
50,504,Intermediate Level,Male,ClassD,0
69,697,Expert Level,Male,ClassD,0
71,712,Beginner Level,Male,ClassD,0
50,0,Intermediate Level,Male,ClassD,0
77,777,Intermediate Level,Male,ClassD,0
69,694,Beginner Level,Male,ClassD,0
71,712,Intermediate Level,Male,ClassD,0
67,673,Beginner Level,Male,ClassD,0
65,655,Beginner Level,Male,ClassD,0
50,0,Intermediate Level,Male,ClassD,0
51,513,Intermediate Level,Male,ClassD,0
81,814,Expert Level,Male,ClassD,1
68,684,Beginner Level,Male,ClassD,0
87,875,Intermediate Level,Male,ClassE,1
91,912,Intermediate Level,Male,ClassE,1
82,825,Beginner Level,Male,ClassE,1
93,933,Intermediate Level,Male,ClassE,1
75,0,Beginner Level,Male,ClassE,0
77,0,Beginner Level,Male,ClassE,0
89,896,Intermediate Level,Male,ClassE,1
82,825,Intermediate Level,Male,ClassE,1
71,714,Expert Level,Male,ClassE,0
82,827,Beginner Level,Male,ClassE,1
75,755,Intermediate Level,Male,ClassB,0
70,703,Intermediate Level,Male,ClassB,0
72,0,Beginner Level,Male,ClassB,0
85,0,Intermediate Level,Male,ClassB,1
71,713,Beginner Level,Male,ClassB,0
80,0,Beginner Level,Male,ClassB,0
71,716,Intermediate Level,Male,ClassB,0
76,0,Intermediate Level,Male,ClassB,0
82,825,Expert Level,Male,ClassB,1
70,0,Beginner Level,Male,ClassB,0
75,755,Intermediate Level,Male,ClassE,0
98,0,Intermediate Level,Male,ClassE,1
86,866,Beginner Level,Male,ClassE,1
92,0,Intermediate Level,Male,ClassE,1
96,962,Beginner Level,Male,ClassE,1
81,815,Beginner Level,Male,ClassE,1
73,733,Intermediate Level,Male,ClassE,0
85,0,Intermediate Level,Male,ClassE,1
83,833,Expert Level,Male,ClassE,1
88,884,Beginner Level,Male,ClassE,1
72,723,Intermediate Level,Male,ClassC,0
85,853,Intermediate Level,Male,ClassC,1
86,863,Beginner Level,Male,ClassC,1
88,884,Intermediate Level,Male,ClassC,1
62,0,Beginner Level,Male,ClassC,0
64,0,Beginner Level,Male,ClassC,0
60,0,Intermediate Level,Male,ClassC,0
64,646,Intermediate Level,Male,ClassC,0
72,0,Expert Level,Male,ClassC,0
86,863,Beginner Level,Male,ClassC,1
68,686,Intermediate Level,Male,ClassD,0
97,975,Intermediate Level,Male,ClassD,1
52,522,Beginner Level,Male,ClassD,0
88,884,Intermediate Level,Male,ClassD,1
87,0,Beginner Level,Male,ClassD,1
74,747,Beginner Level,Male,ClassD,0
56,0,Intermediate Level,Male,ClassD,0
52,522,Intermediate Level,Male,ClassD,0
76,0,Expert Level,Male,ClassD,0
66,0,Beginner Level,Male,ClassD,0
84,843,Intermediate Level,Male,ClassE,1
75,755,Intermediate Level,Male,ClassE,0
72,724,Beginner Level,Male,ClassE,0
83,0,Intermediate Level,Male,ClassE,1
71,716,Beginner Level,Male,ClassE,0
89,892,Beginner Level,Male,ClassE,1
83,832,Intermediate Level,Male,ClassE,1
79,797,Intermediate Level,Male,ClassE,0
95,954,Expert Level,Male,ClassE,1
98,0,Beginner Level,Male,ClassE,1
57,0,Intermediate Level,Male,ClassA,0
76,0,Intermediate Level,Male,ClassA,0
68,682,Beginner Level,Male,ClassA,0
78,784,Intermediate Level,Male,ClassA,0
64,645,Beginner Level,Male,ClassA,0
63,0,Beginner Level,Male,ClassA,0
75,0,Intermediate Level,Male,ClassA,0
45,0,Intermediate Level,Male,ClassA,0
42,427,Expert Level,Male,ClassA,0
50,0,Beginner Level,Male,ClassA,0
78,785,Intermediate Level,Male,ClassE,0
75,0,Intermediate Level,Male,ClassE,0
71,716,Beginner Level,Male,ClassE,0
77,0,Intermediate Level,Male,ClassE,0
74,743,Beginner Level,Male,ClassE,0
78,0,Beginner Level,Male,ClassE,0
76,764,Intermediate Level,Male,ClassE,0
73,0,Intermediate Level,Male,ClassE,0
