fs,fss,nfeatures,features,targets,reliability,oids
6650214460147150979,-411499666,17,"{{-14.959841313840421,-3.731369526745619,-4.727387818712341,-2.4849066497880004,-12.367328027087364,-1.02216990268343,-2.4849066497880004,-1.3862943611198906,-0.5690697552088657,-10.39516093745751,-4.727387818712341,-1.3862943611198906,-11.806862931584517,-1.3862943611198906,-3.486568689393415,-1.3862943611198906,-0.2046193540202928}}",{7.392647520721623},{1},"{16448,16425,16425,16416,16405,16432,16456,16463,16486,16497,16519,16556,16563}"
7204209839780818952,1411545576,4,"{{-1.024129869619847,-0.3451088202828996,-14.743062444355063,-9.320586879021334}}",{0},{1},{16563}
-1630088287367505151,-231209666,8,"{{-0.8518930642347371,-2.772588722239781,-0.09674637701780181,-4.560317291914482,-11.806862931584517,-3.7826452271286155,-0.716893553814074,-10.39516093745751}}",{8.046869510959576},{1},"{16463,16479,16486,16497,16519,16527,16563}"
6650214460147150979,-1384775040,14,"{{-14.959841313840421,-3.731369526745619,-12.967343319777683,-4.727387818712341,-2.4849066497880004,-2.4849066497880004,-1.3862943611198906,-0.5690697552088657,-10.39516093745751,-4.727387818712341,-11.806862931584517,-3.486568689393415,-1.3862943611198906,-0.2046193540202928}}",{9.757999245787522},{1},"{16384,16448,16425,16416,16405,16456,16463,16486,16497,16519,16556,16563}"
-2799995183862506353,-1407343748,19,"{{-14.959841313840421,-1.4639244139506833,-3.7687888594518686,-12.86545738498479,-3.121434256817224,-2.4849066497880004,-12.367328027087364,-1.02216990268343,-2.4849066497880004,-1.3862943611198906,-0.5690697552088657,-10.39516093745751,-1.3862943611198906,-11.806862931584517,-14.959296638332512,-1.3862943611198906,-3.486568689393415,-1.3862943611198906,-0.2046193540202928}}",{3.4011973816621555},{1},"{16384,16448,16425,16425,16416,16405,16432,16463,16486,16497,16519,16536,16556,16563}"
4245832029459036970,-538889417,9,"{{-10.420568570464626,-1.3862943611198906,-0.2876820724517809,-1.7884906893764507,-1.114763284511908,-10.39516093745751,-1.3862943611198906,-0.027403509563474163,-1.3862943611198906}}",{10.294650875933433},{1},"{16448,16425,16425,16463,16486,16508,16519}"
-4477816371804978596,1948515620,5,"{{-2.890371757896165,-1.0986122886681093,-3.7826452271286155,-0.716893553814074,-1.3862943611198906}}",{6.949856455000773},{1},"{16448,16425,16479,16486,16527}"
-9046130082131908017,341194536,3,"{{-6.322852602796671,-3.991787991541705,-14.743062444355063}}",{0},{1},{16563}
-808880556807194591,-326531585,8,"{{-10.420568570464626,-12.367328027087364,-1.3862943611198906,-1.7884906893764507,-1.114763284511908,-0.6202065567492896,-10.39516093745751,-0.911208717208144}}",{9.692643056808935},{1},"{16448,16432,16441,16463,16486,16519,16563}"
-8853227751184510813,376786169,1,{{-8.765770543987257}},{0},{1},{16527}
-5929401182124901517,1065852169,6,"{{-1.9459101490553135,-14.743062444355063,-10.39516093745751,-9.504277838590472,-0.6070671777196128,-1.9459101490553135}}",{8.523572798380277},{1},"{16463,16472,16519,16563}"
-5535901023995551278,405114834,5,"{{-10.39516093745751,-1.02216990268343,-11.806862931584517,-12.367328027087364,-0.97848366528993}}",{9.052282067317908},{1},"{16432,16463,16486,16519,16563}"
8502155271907567164,2116236627,6,"{{-3.246343923871749,-1.9459101490553135,-10.420568570464626,-10.39516093745751,-0.911208717208144,-1.9459101490553135}}",{9.765718622791232},{1},"{16405,16463,16472,16508,16519,16563}"
-1630088287367505151,-1186237608,2,"{{-4.560317291914482,-13.432820126822259}}",{1.3862943611198906},{1},{16497}
8502155271907567164,102510028,13,"{{-3.246343923871749,-1.9459101490553135,-15.242824734036668,-1.3862943611198906,-9.210340371976182,-10.420568570464626,-11.806862931584517,-4.727387818712341,-1.3862943611198906,-4.727387818712341,-0.911208717208144,-1.3862943611198906,-1.9459101490553135}}",{7.7406644019172415},{1},"{16448,16425,16425,16405,16456,16463,16472,16508,16519,16536,16563}"
2280384413821366706,-168328424,2,"{{-14.743062444355063,-1.8540868978097187}}",{0},{1},{16563}
-5929401182124901517,1420473554,8,"{{-1.9703022233616978,-1.3862943611198906,-9.210340371976182,-4.727387818712341,-1.3862943611198906,-4.727387818712341,-0.6070671777196128,-1.3862943611198906}}",{12.783362747087983},{1},"{16448,16425,16425,16405,16456,16508,16563}"
6650214460147150979,763325332,14,"{{-14.959841313840421,-1.4639244139506833,-3.731369526745619,-4.727387818712341,-3.121434256817224,-12.367328027087364,-1.02216990268343,-0.5690697552088657,-10.39516093745751,-4.727387818712341,-15.242824734036668,-11.806862931584517,-3.486568689393415,-0.2046193540202928}}",{5.84354441703136},{1},"{16416,16405,16432,16456,16463,16486,16497,16519,16536,16563}"
4245832029459036970,591968405,11,"{{-10.420568570464626,-1.3862943611198906,-3.0358863324586025,-0.2876820724517809,-1.7884906893764507,-1.114763284511908,-4.727387818712341,-10.39516093745751,-1.3862943611198906,-4.727387818712341,-0.027403509563474163}}",{11.478354723920033},{1},"{16448,16425,16441,16456,16463,16486,16497,16508,16519}"
-4477816371804978596,-1325499751,7,"{{-0.2046193540202928,-0.09674637701780181,-1.6023694477092933,-12.367328027087364,-2.7403863261503285,-0.716893553814074,-0.11275072001485245}}",{7.646353722445999},{1},"{16448,16432,16486,16497,16527,16563}"
3596309516107956315,1923234381,3,"{{-11.44586643668829,-9.860952782529203,-10.39516093745751},{-11.936300017149799,-9.860952782529203,-10.39516093745751}}","{10.49155195664292,10.49155195664292}","{1,1}","{16448,16463,16519}"
-2799995183862506353,-247222046,2,"{{-3.7687888594518686,-13.85833534555489}}",{3.6375861597263857},{1},{16405}
-2799995183862506353,229692700,18,"{{-14.959841313840421,-1.4639244139506833,-3.7687888594518686,-4.727387818712341,-3.121434256817224,-12.367328027087364,-1.02216990268343,-4.727387818712341,-1.3862943611198906,-10.39516093745751,-4.727387818712341,-1.3862943611198906,-11.806862931584517,-4.727387818712341,-14.959296638332512,-1.3862943611198906,-3.486568689393415,-1.3862943611198906}}",{7.3901814282264295},{1},"{16384,16448,16425,16425,16416,16405,16432,16456,16456,16463,16486,16497,16519,16536,16545}"
-808880556807194591,-1650223210,9,"{{-10.420568570464626,-1.3862943611198906,-1.7884906893764507,-1.114763284511908,-10.39516093745751,-1.3862943611198906,-1.3862943611198906,-0.911208717208144,-1.3862943611198906}}",{9.11679862756782},{1},"{16448,16425,16425,16463,16486,16519,16563}"
6650214460147150979,1281529767,11,"{{-3.731369526745619,-12.967343319777683,-1.3862943611198906,-0.5690697552088657,-10.39516093745751,-1.3862943611198906,-11.806862931584517,-1.3862943611198906,-3.486568689393415,-1.3862943611198906,-0.2046193540202928}}",{8.03268487596762},{1},"{16384,16448,16425,16425,16405,16463,16497,16519,16563}"
-767513669091434600,420119613,6,"{{-0.2699705396977054,-12.966540361675643,-1.5040773967762742,-0.2612432901801864,-0.2046193540202928,-2.890371757896165}}",{13.794800579149179},{1},"{16384,16405,16479,16527,16563}"
-808880556807194591,626111953,16,"{{-10.420568570464626,-12.367328027087364,-1.252762968495368,-1.3862943611198906,-1.3862943611198906,-3.0358863324586025,-1.7884906893764507,-1.114763284511908,-0.6202065567492896,-4.727387818712341,-10.39516093745751,-4.727387818712341,-0.911208717208144,-0.027403509563474163,-1.3862943611198906,-1.9459101490553135}}",{10.728079575387694},{1},"{16448,16425,16432,16441,16456,16463,16472,16486,16497,16508,16519,16563}"
6650214460147150979,422342980,1,{{-1.3862943611198906}},{0},{1},{16425}
4245832029459036970,-892658589,10,"{{-10.420568570464626,-3.0358863324586025,-0.2876820724517809,-1.7884906893764507,-1.114763284511908,-4.727387818712341,-10.39516093745751,-1.3862943611198906,-4.727387818712341,-0.027403509563474163}}",{11.478354723920033},{1},"{16448,16425,16456,16463,16486,16497,16508,16519}"
-5929401182124901517,2005187387,10,"{{-1.9703022233616978,-15.242824734036668,-1.3862943611198906,-9.210340371976182,-10.39516093745751,-4.727387818712341,-9.504277838590472,-1.3862943611198906,-4.727387818712341,-1.3862943611198906}}",{11.821571255097677},{1},"{16448,16425,16425,16405,16456,16463,16508,16519,16536}"
8637167297044090375,710777325,8,"{{-4.727387818712341,-9.219428208195529,-10.83093580710616,-5.3616122256462075,-4.727387818712341,-0.6070671777196128,-6.836426282323156,-8.222064153023407}}",{2.3978952727983707},{1},"{16432,16456,16486,16497,16508,16563}"
-6027221776095257325,1157062308,6,"{{-3.392039421988541,-4.727387818712341,-9.860952782529203,-4.368781409443387,-4.727387818712341,-10.39516093745751}}",{11.769078169891383},{1},"{16405,16456,16463,16497,16508,16519}"
-5885625972757298871,927905199,4,"{{-12.367328027087364,-1.3862943611198906,-1.02216990268343,-1.3862943611198906}}",{13.221897351689142},{1},"{16432,16441,16486}"
-808880556807194591,707031452,7,"{{-10.420568570464626,-3.0358863324586025,-4.727387818712341,-10.39516093745751,-1.3862943611198906,-1.3862943611198906,-4.727387818712341}}",{8.983314293397749},{1},"{16448,16425,16456,16463,16497,16519}"
1758072863970875987,-1118948220,10,"{{-4.7002137578033985,-0.6931471805599453,-0.6931471805599453,-1.6023694477092933,-12.367328027087364,-0.716893553814074,-0.11275072001485245,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906}}",{5.0369526024136295},{1},"{16448,16425,16425,16432,16486,16497}"
3330700635734281186,1533467486,10,"{{-1.252762968495368,-1.9459101490553135,-10.420568570464626,-1.114763284511908,-1.7884906893764507,-0.027403509563474163,-10.39516093745751,-4.727387818712341,-0.911208717208144,-4.727387818712341}}",{10.139191885895196},{1},"{16456,16463,16472,16486,16508,16519,16563}"
3330700635734281186,-1452977316,3,"{{-13.273065259817821,-1.114763284511908,-1.7884906893764507}}",{1.5257338117982884},{1},{16486}
-3458609441065762063,1322552838,2,"{{-9.210340371976182,-1.3862943611198906}}",{0},{1},{16425}
-2799995183862506353,422342980,1,{{-1.3862943611198906}},{0},{1},{16425}
3596309516107956315,1186004585,4,"{{-1.3862943611198906,-1.3862943611198906,-5.3616122256462075,-0.6070671777196128}}",{6.068425588244111},{1},"{16448,16425,16497,16563}"
2280384413821366706,-2136909172,10,"{{-3.8484849043313343,-10.708250642916408,-3.731369526745619,-4.727387818712341,-10.39516093745751,-4.727387818712341,-1.02216990268343,-1.8540868978097187,-12.967343319777683,-12.367328027087364}}",{10.512872616990743},{1},"{16384,16405,16432,16456,16463,16486,16497,16519,16563}"
5267282279652319986,-1911196541,1,{{-13.273065259817821}},{2.1972245773362196},{1},{16486}
-7624179224219018171,1538325966,8,"{{-15.242824734036668,-1.3862943611198906,-9.210340371976182,-10.39516093745751,-9.504277838590472,-1.3862943611198906,-0.6070671777196128,-1.3862943611198906}}",{13.34767417853515},{1},"{16448,16425,16425,16405,16463,16508,16519,16536,16563}"
4245832029459036970,493898660,5,"{{-10.420568570464626,-1.3862943611198906,-10.39516093745751,-0.6070671777196128,-1.3862943611198906}}",{6.522092798170152},{1},"{16448,16425,16463,16519,16563}"
5267282279652319986,1909421559,4,"{{-2.3978952727983707,-3.731369526745619,-2.4849066497880004,-12.966540361675643}}",{13.129354879793079},{1},"{16384,16405,16556}"
2280384413821366706,-479699229,8,"{{-3.8484849043313343,-10.708250642916408,-3.731369526745619,-1.4639244139506833,-10.39516093745751,-3.121434256817224,-15.242824734036668,-1.8540868978097187}}",{3.6109179126442243},{1},"{16405,16463,16497,16519,16536,16563}"
1619127084338010792,-1497020019,8,"{{-1.9459101490553135,-1.9459101490553135,-7.184902960336827,-11.806862931584517,-3.6345238544918206,-1.3862943611198906,-0.6070671777196128,-1.3862943611198906}}",{6.42648845745769},{1},"{16448,16425,16463,16472,16486,16497,16519,16563}"
-2799995183862506353,-1319575325,12,"{{-3.7687888594518686,-12.86545738498479,-2.4849066497880004,-4.727387818712341,-2.4849066497880004,-0.5690697552088657,-10.39516093745751,-1.3862943611198906,-11.806862931584517,-4.727387818712341,-1.3862943611198906,-0.2046193540202928}}",{9.258558944246657},{1},"{16384,16448,16425,16405,16456,16463,16486,16519,16545,16556,16563}"
-4477816371804978596,1135695695,5,"{{-2.890371757896165,-1.3862943611198906,-2.7403863261503285,-3.7826452271286155,-1.3862943611198906}}",{6.214608098422191},{1},"{16448,16425,16479,16497,16527}"
8502155271907567164,1322552838,2,"{{-9.210340371976182,-1.3862943611198906}}",{0},{1},{16425}
6650214460147150979,-2137504575,11,"{{-14.959841313840421,-3.731369526745619,-4.727387818712341,-12.367328027087364,-1.02216990268343,-0.5690697552088657,-10.39516093745751,-4.727387818712341,-11.806862931584517,-3.486568689393415,-0.2046193540202928}}",{10.396658241063397},{1},"{16416,16405,16432,16456,16463,16486,16497,16519,16563}"
-8852217324911197084,750077247,12,"{{-1.252762968495368,-1.9459101490553135,-10.420568570464626,-1.3862943611198906,-4.727387818712341,-1.114763284511908,-1.7884906893764507,-3.1040882711682616,-0.16193526999590574,-10.39516093745751,-1.3340433575909292,-4.727387818712341}}",{9.373139262281274},{1},"{16441,16456,16463,16472,16486,16497,16508,16519,16563}"
-3458609441065762063,-1859064377,3,"{{-11.44586643668829,-10.39516093745751,-9.727421389904682},{-11.936300017149799,-10.39516093745751,-9.727421389904682}}","{9.45798139489078,9.45798139489078}","{1,1}","{16448,16463,16519}"
6650214460147150979,-1182592525,12,"{{-1.4639244139506833,-3.731369526745619,-3.121434256817224,-12.367328027087364,-1.02216990268343,-0.5690697552088657,-10.39516093745751,-15.242824734036668,-1.3862943611198906,-11.806862931584517,-1.3862943611198906,-0.2046193540202928}}",{4.90527477843843},{1},"{16448,16425,16405,16432,16463,16486,16519,16536,16563}"
-1794083932540499185,-761975349,5,"{{-3.8484849043313343,-9.320586879021334,-10.420568570464626,-10.39516093745751,-1.8540868978097187}}",{2.302585092994046},{1},"{16463,16497,16519,16563}"
-4477816371804978596,1660235876,6,"{{-1.6023694477092933,-1.3862943611198906,-12.367328027087364,-0.716893553814074,-0.11275072001485245,-1.3862943611198906}}",{10.002608643403935},{1},"{16448,16425,16432,16486,16519,16527}"
-5261930549591539248,-157344107,1,{{-13.034973747067738}},{1.0986122886681098},{1},{16508}
7696886476226925320,1009548215,2,"{{-13.034973747067738,-0.6693401471218524}}",{0},{1},{16508}
8637167297044090375,-1740627306,13,"{{-3.392039421988541,-15.242824734036668,-4.727387818712341,-9.219428208195529,-9.860952782529203,-0.8729598613837413,-11.806862931584517,-4.727387818712341,-10.83093580710616,-5.3616122256462075,-4.727387818712341,-6.836426282323156,-4.727387818712341}}",{5.424950017481403},{1},"{16405,16432,16456,16456,16463,16486,16497,16508,16519,16536}"
-4477816371804978596,133367334,2,"{{-2.7403863261503285,-13.432820126822259}}",{0},{1},{16497}
-4875630082272532892,1317585902,0,,{4.727387818712341},{1},{16456}
5267282279652319986,26049552,10,"{{-14.959841313840421,-12.367328027087364,-2.3978952727983707,-3.731369526745619,-2.4849066497880004,-0.6070671777196128,-1.4639244139506833,-4.727387818712341,-4.727387818712341,-1.02216990268343},{-15.683571436492823,-12.367328027087364,-2.3978952727983707,-3.731369526745619,-2.4849066497880004,-0.6070671777196128,-1.4639244139506833,-4.727387818712341,-4.727387818712341,-1.02216990268343}}","{14.381190777150668,14.381190777150668}","{1,1}","{16384,16416,16405,16432,16456,16486,16497,16536,16556,16563}"
6650214460147150979,1933822297,7,"{{-1.4639244139506833,-3.731369526745619,-3.121434256817224,-10.39516093745751,-15.242824734036668,-11.806862931584517,-3.486568689393415}}",{4.189654742026425},{1},"{16448,16405,16463,16497,16519,16536}"
-2799995183862506353,-909950424,6,"{{-3.7687888594518686,-12.86545738498479,-0.5690697552088657,-10.39516093745751,-11.806862931584517,-0.2046193540202928}}",{6.728628613084702},{1},"{16448,16405,16463,16486,16519,16563}"
-2799995183862506353,1076147677,7,"{{-3.7687888594518686,-12.86545738498479,-0.5690697552088657,-10.39516093745751,-12.401368010664557,-11.806862931584517,-0.2046193540202928}}",{10.50982333610911},{1},"{16448,16405,16463,16486,16519,16545,16563}"
1264440547233771903,1435950869,1,{{-1.9459101490553135}},{0},{1},{16472}
-5510733515476627148,-195744260,4,"{{-2.772588722239781,-4.7002137578033985,-3.7826452271286155,-3.991787991541705}}",{7.103322062526113},{1},"{16448,16479,16497,16519,16527,16563}"
1264440547233771903,1460168119,2,"{{-4.727387818712341,-4.727387818712341}}",{0},{1},"{16456,16456}"
-4477816371804978596,-907798319,10,"{{-2.890371757896165,-0.2046193540202928,-11.806862931584517,-0.09674637701780181,-1.3862943611198906,-2.7403863261503285,-3.7826452271286155,-0.716893553814074,-11.806862931584517,-1.3862943611198906}}",{7.556427969440253},{1},"{16448,16425,16463,16479,16486,16497,16519,16527,16563}"
3330700635734281186,-1488776221,7,"{{-10.420568570464626,-1.114763284511908,-1.7884906893764507,-0.027403509563474163,-10.39516093745751,-4.727387818712341,-4.727387818712341}}",{11.328329323268258},{1},"{16456,16463,16486,16508,16519}"
-7624179224219018171,1212426936,7,"{{-1.9459101490553135,-10.39516093745751,-4.727387818712341,-9.504277838590472,-4.727387818712341,-0.6070671777196128,-1.9459101490553135}}",{7.29505641646263},{1},"{16448,16456,16463,16472,16508,16519,16563}"
-5510733515476627148,838414540,3,"{{-2.772588722239781,-3.7826452271286155,-0.716893553814074}}",{6.949856455000773},{1},"{16448,16479,16486,16527}"
-5510733515476627148,1569617638,12,"{{-2.772588722239781,-4.7002137578033985,-11.806862931584517,-1.6023694477092933,-12.367328027087364,-3.7826452271286155,-0.716893553814074,-0.11275072001485245,-3.991787991541705,-1.3862943611198906,-11.806862931584517,-1.3862943611198906}}",{5.5093883366279774},{1},"{16448,16425,16432,16463,16479,16486,16497,16519,16527,16563}"
-6925252347296079652,260938226,6,"{{-0.9756500876977813,-4.727387818712341,-6.212606095751519,-10.39516093745751,-0.911208717208144,-4.727387818712341},{-5.149786228422542,-4.727387818712341,-6.212606095751519,-10.39516093745751,-1.8540868978097187,-4.727387818712341},{-0.4757418331742153,-4.727387818712341,-6.212606095751519,-10.39516093745751,-0.3688087608171883,-4.727387818712341}}","{6.606650186198215,1.791759469228055,8.45531778769815}","{1,1,1}","{16456,16463,16508,16519,16563}"
-2972937597942960473,931262696,4,"{{-15.242824734036668,-10.39516093745751,-11.806862931584517,-13.85833534555489}}",{13.853184883769025},{1},"{16405,16463,16519,16536}"
6650214460147150979,1512298868,19,"{{-14.959841313840421,-1.4639244139506833,-3.731369526745619,-4.727387818712341,-3.121434256817224,-2.4849066497880004,-4.727387818712341,-2.4849066497880004,-1.3862943611198906,-0.5690697552088657,-10.39516093745751,-4.727387818712341,-1.3862943611198906,-11.806862931584517,-4.727387818712341,-1.3862943611198906,-3.486568689393415,-1.3862943611198906,-0.2046193540202928}}",{7.961370201719511},{1},"{16384,16448,16425,16425,16416,16405,16456,16456,16463,16497,16519,16536,16545,16556,16563}"
3042830198267909074,43739474,13,"{{-1.9459101490553135,-10.39516093745751,-0.00010000500033334732,-9.727421389904682,-8.517243192666278,-1.3862943611198906,-9.210340371976182,-1.9459101490553135,-0.09887653134687277,-1.3862943611198906,-14.959841313840421,-1.3862943611198906,-15.242824734036668},{-1.9459101490553135,-11.806862931584517,-0.00010000500033334732,-9.727421389904682,-8.517243192666278,-1.3862943611198906,-9.210340371976182,-1.9459101490553135,-0.09887653134687277,-1.3862943611198906,-14.959841313840421,-1.3862943611198906,-15.242824734036668}}","{3.4965075614664802,3.4965075614664802}","{1,1}","{16448,16425,16425,16416,16405,16463,16472,16519,16536,16563}"
-808880556807194591,1144542496,13,"{{-10.420568570464626,-1.252762968495368,-1.3862943611198906,-4.727387818712341,-3.0358863324586025,-4.727387818712341,-10.39516093745751,-1.3862943611198906,-1.3862943611198906,-0.911208717208144,-0.027403509563474163,-1.3862943611198906,-1.9459101490553135}}",{6.778784897685177},{1},"{16448,16425,16425,16456,16463,16472,16497,16508,16519,16563}"
4245832029459036970,-1833508386,4,"{{-1.3862943611198906,-13.034973747067738,-0.027403509563474163,-1.3862943611198906}}",{11.503056930771622},{1},"{16448,16425,16508}"
2684397743657735043,1437584570,1,{{-8.765770543987257}},{0},{1},{16527}
8637167297044090375,189656296,2,"{{-3.392039421988541,-13.85833534555489}}",{0.6930350772238912},{1},{16405}
-4477816371804978596,-277650657,7,"{{-2.890371757896165,-0.2046193540202928,-0.09674637701780181,-1.0986122886681093,-2.7403863261503285,-3.7826452271286155,-1.3862943611198906}}",{6.405228458030842},{1},"{16448,16425,16479,16497,16527,16563}"
3596309516107956315,1646801494,5,"{{-9.860952782529203,-11.806862931584517,-1.3862943611198906,-1.3862943611198906,-0.6070671777196128},{-9.860952782529203,-10.39516093745751,-1.3862943611198906,-1.3862943611198906,-0.6070671777196128}}","{7.614312146452,7.614312146452}","{1,1}","{16448,16425,16463,16519,16563}"
1758072863970875987,-1814193889,14,"{{-2.890371757896165,-4.7002137578033985,-0.8518930642347371,-11.806862931584517,-0.09674637701780181,-0.6931471805599453,-3.7826452271286155,-0.716893553814074,-1.3862943611198906,-11.806862931584517,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906}}",{7.00850518208228},{1},"{16448,16425,16425,16441,16463,16479,16486,16497,16519,16527,16563}"
754561138292963678,1229358320,0,,{0},{1},"{16432,16441,16463,16479,16486,16519,16527,16563}"
-1912819773082406463,588275165,17,"{{-3.698043030374885,-14.959841313840421,-1.4639244139506833,-3.7687888594518686,-12.86545738498479,-3.121434256817224,-4.727387818712341,-1.3862943611198906,-0.5690697552088657,-10.39516093745751,-1.3862943611198906,-11.806862931584517,-4.727387818712341,-14.959296638332512,-1.3862943611198906,-1.3862943611198906,-0.5629695375446049}}",{4.189654742026425},{1},"{16384,16448,16425,16425,16416,16405,16456,16463,16486,16497,16519,16536,16545,16563}"
-5510733515476627148,1184998108,13,"{{-2.772588722239781,-0.6931471805599453,-1.6023694477092933,-12.367328027087364,-3.7826452271286155,-0.716893553814074,-0.11275072001485245,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906}}",{8.094988759303774},{1},"{16448,16425,16425,16432,16441,16479,16486,16519,16527}"
-4477816371804978596,262402969,2,"{{-2.7403863261503285,-13.432820126822259}}",{8.512259717208412},{1},"{16448,16497}"
6650214460147150979,1486024616,12,"{{-3.731369526745619,-4.727387818712341,-2.4849066497880004,-2.4849066497880004,-1.3862943611198906,-0.5690697552088657,-10.39516093745751,-4.727387818712341,-11.806862931584517,-3.486568689393415,-1.3862943611198906,-0.2046193540202928}}",{6.09807428216624},{1},"{16448,16425,16405,16456,16463,16497,16519,16556,16563}"
6650214460147150979,1840110790,15,"{{-14.959841313840421,-1.4639244139506833,-3.731369526745619,-3.121434256817224,-12.367328027087364,-1.02216990268343,-4.727387818712341,-1.3862943611198906,-10.39516093745751,-1.3862943611198906,-11.806862931584517,-4.727387818712341,-1.3862943611198906,-3.486568689393415,-1.3862943611198906}}",{9.703083488191409},{1},"{16384,16448,16425,16425,16416,16405,16432,16456,16463,16486,16497,16519,16536,16545}"
8637167297044090375,-1512325890,13,"{{-3.392039421988541,-15.242824734036668,-4.727387818712341,-9.219428208195529,-9.860952782529203,-0.8729598613837413,-11.806862931584517,-10.83093580710616,-5.3616122256462075,-4.727387818712341,-0.6070671777196128,-6.836426282323156,-8.222064153023407}}",{4.430816798843313},{1},"{16405,16432,16456,16463,16486,16497,16508,16519,16536,16563}"
-4477816371804978596,-1453328835,2,"{{-2.772588722239781,-3.7826452271286155}}",{7.747164966520335},{1},"{16479,16527}"
1758072863970875987,-949262610,8,"{{-4.7002137578033985,-1.6023694477092933,-12.367328027087364,-0.716893553814074,-0.11275072001485245,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906}}",{5.0369526024136295},{1},"{16448,16425,16432,16486,16497}"
-1890080522291186125,1490309713,1,{{-4.727387818712341}},{0},{1},{16456}
3330700635734281186,-1620026615,8,"{{-1.252762968495368,-1.9459101490553135,-10.420568570464626,-1.3862943611198906,-1.114763284511908,-1.7884906893764507,-10.39516093745751,-0.911208717208144}}",{10.16018192736142},{1},"{16441,16463,16472,16486,16519,16563}"
7696886476226925320,1883830936,3,"{{-0.2046193540202928,-14.743062444355063,-0.5690697552088657}}",{0},{1},{16563}
7696886476226925320,-13089356,7,"{{-1.791759469228055,-13.034973747067738,-2.890371757896165,-4.727387818712341,-4.727387818712341,-0.6693401471218524,-4.727387818712341}}",{3.8501476017100584},{1},"{16456,16456,16479,16508,16527}"
4245832029459036970,1205532334,12,"{{-10.420568570464626,-12.367328027087364,-1.3862943611198906,-1.3862943611198906,-3.0358863324586025,-1.7884906893764507,-1.114763284511908,-0.6202065567492896,-10.39516093745751,-0.6070671777196128,-0.027403509563474163,-1.3862943611198906}}",{10.02446547908903},{1},"{16448,16425,16432,16441,16463,16486,16497,16508,16519,16563}"
2686551532437100503,-1720829559,2,"{{-13.432820126822259,-8.873868108645969}}",{0},{1},{16497}
2686551532437100503,18655267,4,"{{-1.8540868978097187,-6.212606095751519,-8.873868108645969,-10.39516093745751}}",{1.6094379124341003},{1},"{16463,16497,16519,16563}"
5283902462801916534,-260807585,2,"{{-14.743062444355063,-3.0634402624798547}}",{0},{1},{16563}
6101368897808108968,-333296093,6,"{{-10.83093580710616,-1.3862943611198906,-1.9459101490553135,-3.171515255696993,-1.3862943611198906,-1.9459101490553135}}",{14.261897495609013},{1},"{16432,16441,16472,16486,16497,16508,16563}"
-1912819773082406463,-641909392,7,"{{-12.86545738498479,-1.3862943611198906,-0.5690697552088657,-10.39516093745751,-11.806862931584517,-1.3862943611198906,-0.5629695375446049}}",{0},{1},"{16448,16425,16463,16519,16563}"
8637167297044090375,758278247,8,"{{-9.219428208195529,-4.727387818712341,-10.83093580710616,-5.3616122256462075,-0.6070671777196128,-6.836426282323156,-8.222064153023407,-4.727387818712341}}",{2.3978952727983707},{1},"{16432,16456,16486,16497,16563}"
4621617272025517643,-1829272183,2,"{{-3.392039421988541,-13.85833534555489}}",{0},{1},{16405}
8637167297044090375,2074686775,3,"{{-9.219428208195529,-10.83093580710616,-6.836426282323156}}",{4.90527477843843},{1},"{16432,16486}"
1758072863970875987,-586411458,9,"{{-4.7002137578033985,-1.6023694477092933,-12.367328027087364,-0.716893553814074,-0.11275072001485245,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906}}",{8.930890984450878},{1},"{16448,16425,16432,16441,16486,16497,16519,16527}"
-5929401182124901517,-1884864848,7,"{{-1.9703022233616978,-9.210340371976182,-10.39516093745751,-4.727387818712341,-9.504277838590472,-1.3862943611198906,-4.727387818712341}}",{7.715569534520208},{1},"{16448,16425,16456,16463,16508,16519}"
-4477816371804978596,-2043294904,13,"{{-0.2046193540202928,-11.806862931584517,-0.09674637701780181,-1.6023694477092933,-1.0986122886681093,-12.367328027087364,-2.7403863261503285,-0.716893553814074,-0.11275072001485245,-11.806862931584517,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906}}",{6.93537044601511},{1},"{16448,16425,16432,16441,16463,16486,16497,16519,16527,16563}"
8502155271907567164,1461743368,6,"{{-3.246343923871749,-1.9459101490553135,-10.420568570464626,-10.39516093745751,-0.911208717208144,-1.9459101490553135}}",{9.273972232220956},{1},"{16448,16405,16463,16472,16508,16519,16563}"
1264440547233771903,-1953011935,5,"{{-1.791759469228055,-4.727387818712341,-13.034973747067738,-2.890371757896165,-4.727387818712341}}",{7.6324011266014535},{1},"{16456,16479,16508,16527}"
-4477816371804978596,-2038644579,10,"{{-0.2046193540202928,-0.09674637701780181,-1.6023694477092933,-1.3862943611198906,-1.3862943611198906,-12.367328027087364,-2.7403863261503285,-0.716893553814074,-0.11275072001485245,-1.3862943611198906}}",{10.347532142611767},{1},"{16448,16425,16432,16486,16497,16519,16527,16563}"
